url,title,question,answer,answer_type
,,강아지 발가락에 혹이 생겼는데 악성일 수도 있나요? 수술비용은 어느정도가 나올까요?,"음, 우리 강아지도 발가락에 뭔가 작은 혹 같은 게 생긴 적 있었는데, 걱정했는데 다행히 크게 문제는 없었어. 근데 혹이 악성일 가능성도 아예 없진 않다고 하니까 걱정되면 동물병원에서 한 번 검진 받아보는 게 좋을 것 같아.

수술비용은 병원마다 다르고 혹 크기나 위치, 검사 종류에 따라 달라지는데, 내가 아는 친구는 한 20만 원에서 50만 원 사이 나왔다고 하더라구. 너무 부담되면 일단 병원에 전화해서 상담해보는 것도 방법인 것 같아!",non_expert_llm
,,"3살된 토이푸들인데 오늘 아침에 공복토? 같은거 3번 했고 배가 아픈지 기지개 자세로 계속 있더라고요 똥은 괜찮고 어제까지 밥도 다 먹었는데 혹시 췌장염은 아니겠죠,??","아이고, 우리 강아지도 가끔 아침에 토하는 경우가 있어서 걱정했는데요, 가끔은 속이 좀 불편해서 그런 것 같더라고요. 기지개 자세도 뭔가 배가 불편해서 그런 거 아닐까 싶어요. 똥은 괜찮다니 다행인데, 혹시 며칠 더 지켜보면서 밥은 조금씩 소화 잘 되는 걸로 주면서 상태 보면 좋을 것 같아요. 그래도 상태가 계속 안 좋아 보이면 병원 한 번 가보는 게 마음 편할 거예요!",non_expert_llm
,,"고양이 배쪽 피부에 검은 반점(?) 딱지(?)같은게 보이고, 그 부분만 털이 빠져있습니다. 피부병인걸까요?","우리 집 고양이도 가끔 배 쪽에 이상한 점 같은 게 생긴 적 있었는데, 그땐 털 빠진 부분이랑 같이 있어서 좀 걱정했거든요. 근데 보니까 가끔 긁다가 생긴 상처나 딱지 같은 경우도 있더라고요. 너무 심하거나 고양이가 자꾸 긁으면 병원 한 번 가보는 게 좋을 것 같아요. 아니면 일단 깨끗하게 관리해주고 지켜보는 것도 방법일 것 같아요!",non_expert_llm
,,음식을 많이먹어서 그런건지 계속 토해요,음식을 많이 먹어서 그런 걸 수도 있을 것 같아요. 우리 강아지도 한번 너무 많이 먹고 나서 토한 적 있었거든요. 며칠 동안은 조금만 줘보고 상태 지켜보는 게 좋을 것 같아요. 그래도 계속 그러면 병원 한 번 가보는 게 나을 것 같아요!,non_expert_llm
,,지금 말티즈랑 푸들느낌이 강한 믹스견 암컷 5.5개월정도된 강아지를 키우고있어요. 암컷은 중성화를 하면 자궁과 관련된 병을 안겪게 해준다고 들었어요. 하지만 중성화를 시키면 번식을 못하잖아요. 그러면 사람으로 따지면 한번도 애기를 못낳는 인생을 사는거잖아요. 그럼 강아지가 너무 불쌍하지 않을까요? 강아지도 그런 기분을 느낄까요? 중성화를 시켜야할까요?,"저도 예전에 강아지 중성화 고민 많이 했었는데, 사실 강아지 입장에서는 '애기 못 낳는 인생' 같은 복잡한 생각은 하지 않는 것 같아요. 우리 강아지도 중성화 했는데, 오히려 건강도 좋아지고 행동도 차분해져서 크게 스트레스 받는 것 같진 않았어요. 물론 사람마다 다르겠지만, 중성화를 하면 자궁 질환이나 유선 종양 같은 걱정을 줄여준다고 하니까 건강을 위해서 하는 경우가 많더라고요. 저라면 건강을 위해서 중성화 하는 걸 추천할 것 같아요! 너무 걱정 말고 강아지 상태 잘 봐주세요~",non_expert_llm
,,안녕하세요.,"안녕하세요.

저도 예전에 우리 고양이가 갑자기 이상한 행동을 해서 걱정했었는데, 알고 보니 스트레스 때문인 것 같더라고요. 며칠 조용히 지내게 해주니까 점점 나아졌어요. 그래도 혹시 계속 그러면 병원 한번 가보는 게 좋을 것 같아요.",non_expert_llm
,,강아지의 눈이 살짝 충혈 됬고 눈안의 핏줄?같은게 파란색이랑 빨간색이 보이는데 병원가보아야할까요? 아침까지는 괜찮았는데...심하지는 않은 것 같은데 혹시나 해서올려요.,"우리 강아지도 가끔 눈이 좀 빨갛게 충혈되는 경우가 있었는데, 대부분은 잠을 못 자거나 먼지가 들어갔을 때였던 것 같아요. 근데 만약에 눈이 계속 충혈돼 있거나 눈을 자꾸 비비거나 눈곱이 많아지면 병원 가보는 게 낫겠죠. 지금은 심하지 않다니 조금 지켜보면서 눈 상태 잘 살펴보세요~",non_expert_llm
,,강아지 몸에 이런 빨간 강처같은게 나는데 습진인가요ㅠㅠ 뭔지알려주세요ㅠㅠ걱정스럽네요....,"아, 강아지 몸에 빨간 강처 같은 게 나왔다니 걱정되겠어요ㅠㅠ  
우리 강아지도 가끔 그런 비슷한 피부 문제 있었는데, 보통은 알레르기나 조금 긁어서 그런 경우가 많더라고요.  
근데 갑자기 심해지거나 강아지가 너무 자주 긁으면 병원 한 번 가보는 게 마음 편할 것 같아요!  
일단은 자극적인 거 닿지 않게 조심해주고, 깨끗하게 관리해주면 조금 나아질 수도 있더라고요~",non_expert_llm
,,"강아지 (푸들, 현재 4kg) 나이는 6살이고 2살쯤 슬개골탈구 수술 후 최근 왼쪽다리를 절기시작하여 수의사 진료간 관절염 진행 및 관절부분 뼈가 살짝 자랐다는점을 확인했고 다소 비만이었던 강아지를 다이어트시켜 정상체중까지 뺐습니다. 이후 계속 절어서 병원내원후 1차적으로 슬개골탈구간 박아놨던 핀을 제거하는 수술을 7월초에 받고 깁스를 푼 후 경과를 지켜보는중입니다. 근데 다시 왼쪽다리를 절기 시작하네요..... 현재상태는 절뚝이며 걸으며 오른쪽발바닥은 땅에 전부 닿게 딛는데 왼쪽은 발가락부분만 딛고 서있네요 ... 깁스간 그리고 깁스풀고나서 며칠간은 괜찮았는데 3일전부터 절기시작해요... 도대체 원인이 뭘까요.... 오른다리본다 상대적으로 왼쪽다리근육이 없는편입니다.","음, 우리 강아지도 예전에 수술하고 한동안 절뚝거린 적이 있었는데, 깁스 풀고 나서도 며칠 지나니까 다시 아픈 것처럼 보이더라구. 근육이 약해져서 그런 걸 수도 있고, 뼈 쪽도 아직 완전히 회복 안 된 상태일 수도 있겠더라구. 혹시 너무 무리하게 움직이지 않게 조심해주고, 다시 병원에 가서 상태 좀 더 체크해보는 게 좋을 것 같아. 오래 절뚝거리는 건 걱정되니까 꼭 전문가 의견 들어보는 걸 추천해!",non_expert_llm
,,고양이 몸에 빨간 딱지가 생겼어요..ㅠㅠ 빨간 딱지 부위 주변에 탈모? 처럼 털이 쑥 하고 빠지네요.. 뭐죠 이게..? 최근에 다른 고양이랑 싸웠다던가 그런 것도 없어요. 애초에 한마리 밖에 안 키워서..,"아이고, 고양이 몸에 빨간 딱지랑 털 빠짐이라니 속상하겠네요ㅠㅠ 저도 비슷한 경험이 있는데, 우리 집 고양이가 스트레스 받거나 피부가 좀 건조해지면 그런 증상이 가끔 나타나더라고요. 혹시 최근에 집 안 환경이 바뀌거나 청소용품, 샴푸 같은 걸 바꾼 건 아닌가요? 가끔 그런 것도 피부에 영향을 줄 수 있더라고요. 

그리고 고양이가 자꾸 긁거나 핥으면 딱지랑 털 빠짐이 더 심해질 수 있으니까, 너무 심해지면 병원에 한번 데려가보는 게 안전할 것 같아요. 아무쪼록 빨리 나았으면 좋겠네요!",non_expert_llm
,,푸들 남아 5살 인데 평소보다 사료랑 물을 많이먹는게 눈에 확 보이는데 왜그런걸까용?ㅠㅠ 혹시 건강상 문제가 잇는걸까유?ㅠㅠ,"우리 강아지도 가끔 갑자기 밥이랑 물을 많이 먹을 때가 있었는데, 그땐 더운 날씨라 그런가 싶었어요. 근데 며칠 지나니까 다시 평소처럼 돌아오더라구요. 그래도 너무 갑자기 많이 먹으면 혹시 모르니까 한 번 동물병원에 상담 받아보는 것도 나쁘지 않을 것 같아요!",non_expert_llm
,,강아지 암컷 중성화 시키는게 낫나요?,"저도 강아지 키우면서 중성화 고민 많이 했는데, 주변에서 듣기로는 암컷은 특히 중성화하면 건강이나 행동 면에서 좋은 점이 많다고 하더라고요. 예를 들어, 원치 않는 임신 걱정도 줄고, 자궁이나 유선 관련 질병 위험도 낮아진다고 하더라구요. 근데 반대로 수술이라서 회복 기간도 있고, 몸에 부담이 될 수 있다는 얘기도 있어서 신중하게 생각했어요. 결국은 강아지 성격이나 건강 상태, 주변 환경에 따라 다르니까 수의사랑 상담해보고 결정하는 게 제일 좋을 것 같아요!",non_expert_llm
,,강아지가 부정교합이랑 숨골이 안닫히는등 문제가 있으면 어떤 상황인건가요?,"아, 부정교합이랑 숨골이 안 닫히는 문제라면 뭔가 입이나 호흡 쪽에 불편함이 있을 수도 있겠네요. 우리 강아지도 예전에 입 모양이 좀 이상해서 밥 먹을 때 힘들어하는 것 같아서 걱정했는데, 결국 치과 쪽 검사 받아보고 교정 같은 건 안 했지만 관리 잘 하니까 괜찮아졌어요. 숨골이 안 닫힌다는 건 조금 더 신경 써야 할 수도 있는데, 혹시 숨 쉬는 게 힘들어 보이거나 자주 기침하면 병원에서 한 번 보는 게 좋을 것 같아요. 저도 정확한 건 아니지만, 너무 오래 두면 불편할 수 있잖아요.",non_expert_llm
,,12년 노령견 인데요 자궁축농증으로 자궁은 8살쯤 떼어냈고 저번년도에 유선전체적출 받았습니다 근데 유선전체적출 수술을 받은 후 부터 자꾸 생식기에서 노란고름 진물 같은게 나와서 굳는데요 방광염은 아니라 하시는데 생식기 세균검사 받아보니 세균은 많다고 하시네요 근데 소변을 보면 항상 진한노랑색이고 냄새가 심합니다. 항생제 먹을땐 진물 안나고 항생제 끊고 2달정도 지나면 또 그래서.. 그냥 겉 염증이면 항생제 안먹이고 소독만 해주고 싶은데 암컷 강아지 생식기 소독해주는 방법이 있을까요.. 식염수 7 포비돈 3 으로 섞어서 화장솜으로 살짝 닦아줘도 될까요? 된다면 하루에 몇번 해주는게 좋을까요? 내공 100,"헉, 12살에 그런 일이 계속 있으니까 참 걱정 많으시겠어요. 저도 우리 집 강아지가 나이가 좀 들면서 비슷하게 생식기 쪽에 진물이 나와서 한참 고민했던 적이 있어요. 저희는 소독할 때 식염수로 부드럽게 닦아줬는데, 포비돈은 좀 자극적일 수 있다고 들어서 조심했어요. 화장솜에 적셔서 하루에 1~2번 정도만 살살 닦아주는 게 무난한 것 같아요.

항생제 먹을 때는 진물이 멈춘다고 하니 세균 문제는 확실히 있는 것 같긴 한데, 너무 자주 소독하거나 세게 닦으면 오히려 자극될 수 있으니까 조심하세요. 또, 냄새랑 소변 색이 진한 건 수분 섭취 부족도 영향을 줄 수 있다고 해서 물도 더 잘 마시게 해보면 도움이 될지도 몰라요.

병원에서도 계속 관리가 필요한 상황이라면, 소독 방법과 횟수는 수의사랑 다시 한번 상의해보시는 게 가장 안전할 것 같아요. 저도 너무 무리하지 말고 천천히 관리하는 게 좋다고 느꼈거든요. 힘내세요!",non_expert_llm
,,보통 ㅜㅠ(ㅋㅋ)는 고양이나 좋아하지만 강아지 종류 상관없이 우유 줘도 되나요?,우유를 강아지나 고양이한테 주는 건 좀 조심하는 편이 좋아요. 저도 예전에 우리 강아지한테 우유 줬다가 배 아파서 설사한 적 있거든요. 강아지나 고양이마다 우유 소화 능력이 다 다르다더라고요. 특히 강아지는 우유에 들어있는 락토오스를 잘 못 먹는 경우가 많아서 가끔씩 조금만 주는 게 나을 것 같아요. 너무 자주 주면 배탈 날 수도 있으니까요. 그래도 가끔 간식처럼 한두 모금 정도는 괜찮을 때도 있더라고요!,non_expert_llm
,,귀를자주긁어서진물이나는것같아요 왜그러죠,"우리 강아지도 가끔 귀를 자주 긁을 때가 있었는데, 나중에 알고 보니 귀에 뭔가가 좀 들어갔거나 간지러웠던 것 같아요. 진물이 난다면 좀 더 신경 써야 할 수도 있어서, 너무 심해지면 동물병원에 가보는 게 좋을 것 같아요. 평소보다 귀 냄새가 심하거나 계속 긁으면 더 걱정되니까 조심하는 게 좋겠네요.",non_expert_llm
,,오늘 알레르기 검사를했는데 채혈아니구 등에 약물 묻히는? 그런거였습니다,"아, 등에 약물 묻히는 방식으로 하는 검사도 있네요! 저도 처음 들어봤는데, 아마 피부 반응 보는 검사인 것 같아요. 우리 집 고양이도 이런 검사 한 적 있는데, 특별히 아픈 건 아니고 그냥 잠깐 간지럽거나 불편해하는 정도였어요. 괜찮으면 크게 신경 쓰지 않아도 될 것 같고, 혹시 이상한 반응이 계속되면 병원에 다시 문의해보는 게 좋을 것 같아요.",non_expert_llm
,,오늘 닥스훈트 6개월 남아 동물병원 중성화하면서 엑스레이 찍었는데 ㅠ심장이 조금 큰거 같다고 말씀하시는데요.. 전문가님들이 사진 봤을땐 어떤가요? 그리고 심장이 크면 어떤문제가 발생하나요??,"우리 집 강아지도 중성화할 때 엑스레이 찍었는데, 심장이 좀 커보인다고 해서 처음에 좀 놀랐었어요. 근데 다행히도 특별한 증상은 없었고, 몇 달 지나니까 괜찮아지는 것 같더라고요. 심장이 크면 숨쉬기 힘들거나 쉽게 피곤해질 수도 있다고 들었는데, 보호자분께서 평소에 강아지 컨디션 잘 살펴보시고 혹시 평소랑 다르게 힘들어하면 병원에 다시 가보는 게 좋을 것 같아요! 너무 걱정하지 말고 천천히 지켜보세요~",non_expert_llm
,,갈색 같은거 섞인 물이나 흰 거품섞인 토를 하는데 평소에도 가끔 토 하고 최근엔 어제 한번 오늘은 두번이나 했는데 뭐가 문제잇는건가요?,"아, 우리 강아지도 가끔 그런 갈색 섞인 토나 흰 거품 섞인 토를 했던 적이 있었는데, 그때는 그냥 속이 안 좋아서 그런 것 같더라고요. 평소보다 밥 먹는 속도가 너무 빠르거나 뭔가 잘못 먹었을 때 그런 경우가 있더라구요. 그래도 토를 자주 하거나 상태가 심해지면 병원에 가보는 게 안전하니까 한 번 확인해 보는 게 좋을 것 같아요!",non_expert_llm
,,지금까지 설사 한 번도 안해본 냥이구요,"아, 설사를 한 번도 안 했던 냥이라면 갑자기 그런 게 좀 걱정되긴 하죠. 저도 전에 키우던 고양이가 한 번 설사했을 때는 그냥 음식이 맞지 않아서 그랬던 것 같았어요. 며칠 지켜보니까 금방 괜찮아지더라고요. 그래도 너무 오래 계속되면 병원 가보는 게 좋을 것 같아요!",non_expert_llm
,,강아지 발톱에 긁혔는데 긁히자마자 저렇게 부어오르고 두드러기가 올라왔어요. 제가 원래 강아지털 알레르기가 있는데 그거때문에 그런건가요?,"음, 저도 예전에 강아지한테 긁혔을 때 바로 부어서 깜짝 놀랐던 적이 있어요. 저도 털 알레르기가 좀 있는데, 아마 그 영향도 있을 수 있지 않을까 싶네요. 저는 그냥 소독하고 몇 시간 지켜보니까 점점 괜찮아지더라고요. 그래도 만약 부기가 너무 심하거나 통증이 계속되면 병원 가보는 게 안전할 것 같아요!",non_expert_llm
,,강아지가 과하게 헥헥 거리고 물도 안마시고 밥도 안먹고 몸을 떨어요 근육은 항상 긴장되어있고 하체와 항문쪽이 유난히 힘을 못쓰는것처럼 보여요 대변은 안보고 소변은 조금 지렸습니다. 내일 병원 가보려는데 왜이러는 걸까요?,"음, 우리 강아지도 가끔 너무 힘들어 보이고 헥헥거릴 때가 있었는데, 보통은 더운 날씨 때문이거나 스트레스 받았을 때였던 것 같아요. 근데 밥도 안 먹고 몸이 떨리고 힘도 없으면 뭔가 좀 심각할 수도 있을 것 같아서 병원 가는 게 맞는 것 같아요. 내일 병원 잘 다녀오시고 빨리 나았으면 좋겠네요!",non_expert_llm
,,아시는분 멀어도 괜찮어요ㅠ,"어떤 증상인지 자세히 적어주시면 더 도움이 될 것 같은데, 멀어도 괜찮다고 하시니 그냥 제 경험으로 말씀드릴게요. 우리 집 고양이도 예전에 갑자기 잘 안 움직이고 좀 이상해 보여서 걱정했는데, 며칠 지나니까 다시 괜찮아지더라고요. 너무 오래 지속되거나 심해지면 병원 가보는 게 좋겠지만, 가끔은 컨디션 문제일 수도 있는 것 같아요.",non_expert_llm
,,안녕하세요 2kg 말티즈 13개월 여아 인데요 그저께 미용후부터 젖이 부어요 아이가 계속 핥고 있는데 아파하는거 같아요 혹 사진으로 보시고 어떤 증상인지 아시는분 계신가요 ㅠㅠ 답변 기다릴께요!!,"아이고, 우리 강아지도 한 번 미용 후에 비슷하게 젖이 살짝 부은 적 있었어요. 아마 스트레스나 피부 자극 때문에 그럴 수도 있지 않을까 싶어요. 계속 핥는 게 불편해서 그런 것 같은데, 너무 심하면 병원 가서 한 번 봐보는 게 좋을 것 같아요. 빨리 나으면 좋겠네요!",non_expert_llm
,,"어느순간 부터 갑자기 옆구리가 부운건지 볼록합니다. 왜 이러는지 알 수 있을까요? 9살이고 8키로 입니다. 사료, 간식, 모래 다 그대로 입니다.","우리 강아지도 한 번 옆구리가 좀 부풀어 보인 적 있었는데, 그때는 그냥 살짝 근육이 뭉친 거 같더라고요. 며칠 지나니까 원래대로 돌아왔어요. 그래도 갑자기 그런 게 계속된다면 병원에서 한 번 봐주는 게 마음 편할 것 같아요!",non_expert_llm
